StockSymbol,CompanyName
RHPY3,RI HAPPY BRINQUEDOS S.A.
RIBC8,RIBEIRO CORDEIRO IND E COMERCIOS.A.
RIGG34,TRANSOCEAN LTD.
RIOT34,RIO TINTO PLC
RIVA3,RIVA 9 EMPREENDIMENTOS IMOBILIÁRIOS S.A.
RLOG3,COSAN LOGISTICA S.A.
RLTM11,RELASTOMER TECNOLOGIA E PARTICIP S.A.
RNDP11,BB RENDA DE PAPÉIS IMOBILIÁRIOS FDO INV IMOB - FII
RNEW11,RENOVA ENERGIA S.A.
RNEW3,RENOVA ENERGIA S.A.
RNEW4,RENOVA ENERGIA S.A.
RNGO11,FDO INV IMOB RIO NEGRO - FII
RNOV11,IMMOB I FDO INV IMOB - FII
RNOV12,IMMOB I FDO INV IMOB - FII
RNPT4,RENNER PARTICIPACOES S.A.
ROMI3,INDUSTRIAS ROMI S.A.
ROOS12,ROOSTER S.A. INDUSTRIA DE EQUIPAMENTOS
ROST34,"ROSS STORES, INC."
RPAD3,ALFA HOLDINGS S.A.
RPAD5,ALFA HOLDINGS S.A.
RPAD6,ALFA HOLDINGS S.A.
RPMG3,REFINARIA DE PETROLEOS MANGUINHOS S.A.
RRCI11,RB CAPITAL RECEBÍVEIS IMOB. FDO. INVEST. IMOB FII
RRCI13,RB CAPITAL RECEBÍVEIS IMOB. FDO. INVEST. IMOB FII
RSID3,ROSSI RESIDENCIAL S.A.
RSPD11,RB CAPITAL DESENV RESID III FDO INV IMOB - FII
RSPD13,RB CAPITAL DESENV RESID III FDO INV IMOB - FII
RSPD14,RB CAPITAL DESENV RESID III FDO INV IMOB - FII
RSPD15,RB CAPITAL DESENV RESID III FDO INV IMOB - FII
RSUL3,METALURGICA RIOSULENSE S.A.
RSUL4,METALURGICA RIOSULENSE S.A.
RVBI11,VBI REITS FOF - FDO. INV. IMOB
RVBR11,FDO INV IMOB RIVIERA BR LOGISTICA
RVRA11,FDO INV IMOB RIVIERA RIO QUENTE RESORTS - FII
RYTT34,RAYTHEON TECHNOLOGIES CORPORATION
RZTR11,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX
RZTR13,FUNDO DE INVESTIMENTO IMOBILIÁRIO RIZA TERRAX
S1BA34,SBA COMMUNICATIONS CORP
S1EA34,SEALED AIR CORP
S1GE34,SEATTLE GENETICS INC
S1HW34,THE SHERWIN-WILLIAMS CO
S1IV34,SVB FINANCIAL GROUP
S1JM34,THE JM SMUCKER CO
S1LG34,SL GREEN REALTY CORP
S1NA34,SNAP-ON INC
S1NP34,SYNOPSYS INC
S1OU34,SOUTHWEST AIRLINES CO
S1PL34,SPLUNK INC
S1PO34,SPOTIFY TECHNOLOGY SA
S1RE34,SEMPRA ENERGY
S1RP34,SAREPTA THERAPEUTICS INC
S1SL34,SKYWORKS SOLUTIONS INC
S1SN34,SS&C TECHNOLOGIES HOLDINGS INC
S1TE34,STERIS PLC
S1TT34,STATE STREET CORP
S1TX34,SEAGATE TECHNOLOGY PLC
S1WK34,STANLEY BLACK & DECKER INC
S1YF34,SYNCHRONY FINANCIAL
S1YK34,STRYKER CORP
S1YM34,NORTONLIFELOCK INC.
S1YY34,SYSCO CORP
SADI11,SANTANDER PAPEIS IMOB CDI FDO INV IMOB
SAIC11B,FDO INV IMOB - FII SIA CORPORATE
SAIF11,SANTANDER INFRAESTRUTURA INCENTIVADO - FIC FIDC
SAIF12,SANTANDER INFRAESTRUTURA INCENTIVADO - FIC FIDC
SAIF13,SANTANDER INFRAESTRUTURA INCENTIVADO - FIC FIDC
SAIF14,SANTANDER INFRAESTRUTURA INCENTIVADO - FIC FIDC
SAIF15,SANTANDER INFRAESTRUTURA INCENTIVADO - FIC FIDC
SAIF16,SANTANDER INFRAESTRUTURA INCENTIVADO - FIC FIDC
SAIF17,SANTANDER INFRAESTRUTURA INCENTIVADO - FIC FIDC
SAIF18,SANTANDER INFRAESTRUTURA INCENTIVADO - FIC FIDC
SAIF19,SANTANDER INFRAESTRUTURA INCENTIVADO - FIC FIDC
SAIF20,SANTANDER INFRAESTRUTURA INCENTIVADO - FIC FIDC
SAIF21,SANTANDER INFRAESTRUTURA INCENTIVADO - FIC FIDC
SAIF22,SANTANDER INFRAESTRUTURA INCENTIVADO - FIC FIDC
SAIF23,SANTANDER INFRAESTRUTURA INCENTIVADO - FIC FIDC
SANB11,BCO SANTANDER (BRASIL) S.A.
SANB3,BCO SANTANDER (BRASIL) S.A.
SANB4,BCO SANTANDER (BRASIL) S.A.
SANY6,SANYO DA AMAZONIA S.A.
SAPP34,SAP SE
SAPR11,CIA SANEAMENTO DO PARANA - SANEPAR
SAPR3,CIA SANEAMENTO DO PARANA - SANEPAR
SAPR4,CIA SANEAMENTO DO PARANA - SANEPAR
SARE11,SANTANDER RENDA DE ALUGUÉIS FDO. INVEST. IMOB.
SARE13,SANTANDER RENDA DE ALUGUÉIS FDO. INVEST. IMOB.
SARE14,SANTANDER RENDA DE ALUGUÉIS FDO. INVEST. IMOB.
SBNY34,SIGNATURE BANK CORP
SBSP3,CIA SANEAMENTO BASICO EST SAO PAULO
SBUB34,STARBUCKS CORPORATION
SCAR3,SAO CARLOS EMPREEND E PARTICIPACOES S.A.
SCHW34,THE CHARLES SCHWAB CORPORATION
SCPF11,FDO INV IMOB SCP
SDIL11,FDO INV IMOB SDI RIO BRAVO RENDA LOGISTICA - FII
SDRM3,CIA SIDERURGICA DA AMAZONIA - SIDERAMA
SDRM6,CIA SIDERURGICA DA AMAZONIA - SIDERAMA
SEER3,SER EDUCACIONAL S.A.
SEQL3,SEQUOIA LOGISTICA E TRANSPORTES S.A
SFFI11,FDO INV IMOB SF - FII
SFND11,FDO INV IMOB SÃO FERNANDO
SGPS3,SPRINGS GLOBAL PARTICIPACOES S.A.
SHDP11B,FDO INV IMOB - FII SHOPPING PARQUE D. PEDRO
SHOP11,MULTI SHOPPINGS FDO INV IMOB - FII
SHOW3,T4F ENTRETENIMENTO S.A.
SHPH11,FDO INV IMOB SHOPPING PÁTIO HIGIENÓPOLIS
SHUL3,SCHULZ S.A.
SHUL4,SCHULZ S.A.
SILO3,CIA DE ARMAZENS E SILOS DO EST MG-CASEMG
SILO4,CIA DE ARMAZENS E SILOS DO EST MG-CASEMG
SIMH3,SIMPAR S.A.
SIMN34,SIMON PROPERTY GROUP INC
SIMR7,SIDERÚRGICA NORTE BRASIL S.A.
SLBC34,STERLING BANCORP
SLBG34,SCHLUMBERGER LIMITED
SLCE3,SLC AGRICOLA S.A.
SLCT3B,Inncorp S.A.
SLED11,SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL
SLED12,SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL
SLED3,SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL
SLED4,SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL
SMAC11,IT NOW SMALL FDO ÍNDICE
SMAL11,ISHARES BMFBOVESPA SMALL CAP FUNDO DE ÍNDICE
SMFT21,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.
SMFT3,SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.
SMLL11,INDICE BMFBOVESPA SMALL CAP
SMLS3,SMILES FIDELIDADE S.A.
SMTO3,SAO MARTINHO S.A.
SNEC34,SONY CORP
SNSY3,SANSUY S.A. INDUSTRIA DE PLASTICOS
SNSY5,SANSUY S.A. INDUSTRIA DE PLASTICOS
SNSY6,SANSUY S.A. INDUSTRIA DE PLASTICOS
SOMA3,GRUPO DE MODA SOMA S.A.
SOND3,SONDOTECNICA ENGENHARIA SOLOS S.A.
SOND5,SONDOTECNICA ENGENHARIA SOLOS S.A.
SOND6,SONDOTECNICA ENGENHARIA SOLOS S.A.
SPAF11,SPA FDO INV IMOB - FII
SPCI6,SOCIEDADE DE PARTICIP. CIMENTEIRAS S.A.
SPCR3,SPE CRISTINA S.A.
SPFM12,SP FILMES DE SAO PAULO LTDA
SPGI34,S&P GLOBAL INC
SPTW11,SP DOWNTOWN FDO INV IMOB - FII
SPVJ11,FUND. INVEST. IMOB. SUCCESPAR VAREJO
SPXI11,IT NOW S&P500 TRN FUNDO DE INDICE
SQIA3,SINQIA S.A.
SRXM34,SIRIUS XM HOLDINGS INC
SSFO34,"SALESFORCE.COM, INC."
STAL6,SETAL TELECOM S.A.
STBP3,SANTOS BRASIL PARTICIPACOES S.A.
STDS11,START DESENHOS ANIMADOS LTDA.
STKF3,STATKRAFT ENERGIAS RENOVAVEIS S.A.
STMN34,STMICROELECTRONICS NV
STRX11,STARX FDO INV IMOB - FII
STTR3,STARA S.A. - INDÚSTRIA DE IMPLEMENTOS AGRÍCOLAS
STZB34,CONSTELLATION BRANDS INC
SULA11,SUL AMERICA S.A.
SULA3,SUL AMERICA S.A.
SULA4,SUL AMERICA S.A.
SUPF12,CINEMATOGRAFICA SUPERFILMES LTDA
SUZB3,SUZANO S.A.
SVPH7,SALVADOR PRAIA HOTEL S.A.
T1AM34,ATLASSIAN CORPORATION PLC
T1CH34,BIO-TECHNE CORPORATION
T1DG34,TRANSDIGM GROUP INC
T1EC34,TechnipFMC PLC
T1EL34,TE CONNECTIVITY LTD
T1FX34,TELEFLEX INC
T1MU34,T-MOBILE US INC
T1OW34,AMERICAN TOWER CORP
T1RI34,TRIPADVISOR INC
T1RO34,T ROWE PRICE GROUP INC
T1SC34,TRACTOR SUPPLY CO
T1SO34,THE SOUTHERN CO
T1TW34,TAKE-TWO INTERACTIVE SOFTWARE INC
T1WL34,TWILIO INC
T1XT34,TEXTRON INC
TAEE11,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.
TAEE3,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.
TAEE4,TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.
TAKP34,TAKEDA PHARMACEUTICAL CO LTD
TASA13,TAURUS ARMAS S.A.
TASA15,TAURUS ARMAS S.A.
TASA17,TAURUS ARMAS S.A.
TASA3,TAURUS ARMAS S.A.
TASA4,TAURUS ARMAS S.A.
TAXA0L,TAXA DE FINANCIAMENTO
TAXA100,TAXA DE FINANCIAMENTO
TAXA101,TAXA DE FINANCIAMENTO
TAXA102,TAXA DE FINANCIAMENTO
TAXA103,TAXA DE FINANCIAMENTO
TAXA104,TAXA DE FINANCIAMENTO
TAXA105,TAXA DE FINANCIAMENTO
TAXA106,TAXA DE FINANCIAMENTO
TAXA107,TAXA DE FINANCIAMENTO
TAXA108,TAXA DE FINANCIAMENTO
TAXA109,TAXA DE FINANCIAMENTO
TAXA110,TAXA DE FINANCIAMENTO
TAXA111,TAXA DE FINANCIAMENTO
TAXA112,TAXA DE FINANCIAMENTO
TAXA113,TAXA DE FINANCIAMENTO
TAXA114,TAXA DE FINANCIAMENTO
TAXA115,TAXA DE FINANCIAMENTO
TAXA116,TAXA DE FINANCIAMENTO
TAXA117,TAXA DE FINANCIAMENTO
TAXA118,TAXA DE FINANCIAMENTO
TAXA119,TAXA DE FINANCIAMENTO
TAXA120,TAXA DE FINANCIAMENTO
TAXA121,TAXA DE FINANCIAMENTO
TAXA122,TAXA DE FINANCIAMENTO
TAXA123,TAXA DE FINANCIAMENTO
TAXA124,TAXA DE FINANCIAMENTO
TAXA125,TAXA DE FINANCIAMENTO
TAXA126,TAXA DE FINANCIAMENTO
TAXA127,TAXA DE FINANCIAMENTO
TAXA128,TAXA DE FINANCIAMENTO
TAXA129,TAXA DE FINANCIAMENTO
TAXA130,TAXA DE FINANCIAMENTO
TAXA131,TAXA DE FINANCIAMENTO
TAXA132,TAXA DE FINANCIAMENTO
TAXA133,TAXA DE FINANCIAMENTO
TAXA134,TAXA DE FINANCIAMENTO
TAXA135,TAXA DE FINANCIAMENTO
TAXA136,TAXA DE FINANCIAMENTO
TAXA137,TAXA DE FINANCIAMENTO
TAXA138,TAXA DE FINANCIAMENTO
TAXA139,TAXA DE FINANCIAMENTO
TAXA140,TAXA DE FINANCIAMENTO
TAXA141,TAXA DE FINANCIAMENTO
TAXA142,TAXA DE FINANCIAMENTO
TAXA143,TAXA DE FINANCIAMENTO
TAXA144,TAXA DE FINANCIAMENTO
TAXA145,TAXA DE FINANCIAMENTO
TAXA146,TAXA DE FINANCIAMENTO
TAXA147,TAXA DE FINANCIAMENTO
TAXA148,TAXA DE FINANCIAMENTO
TAXA149,TAXA DE FINANCIAMENTO
TAXA150,TAXA DE FINANCIAMENTO
TAXA151,TAXA DE FINANCIAMENTO
TAXA152,TAXA DE FINANCIAMENTO
TAXA153,TAXA DE FINANCIAMENTO
TAXA154,TAXA DE FINANCIAMENTO
TAXA155,TAXA DE FINANCIAMENTO
TAXA156,TAXA DE FINANCIAMENTO
TAXA157,TAXA DE FINANCIAMENTO
TAXA158,TAXA DE FINANCIAMENTO
TAXA159,TAXA DE FINANCIAMENTO
TAXA16,TAXA DE FINANCIAMENTO
TAXA160,TAXA DE FINANCIAMENTO
TAXA161,TAXA DE FINANCIAMENTO
TAXA162,TAXA DE FINANCIAMENTO
TAXA163,TAXA DE FINANCIAMENTO
TAXA164,TAXA DE FINANCIAMENTO
TAXA165,TAXA DE FINANCIAMENTO
TAXA166,TAXA DE FINANCIAMENTO
TAXA167,TAXA DE FINANCIAMENTO
TAXA168,TAXA DE FINANCIAMENTO
TAXA169,TAXA DE FINANCIAMENTO
TAXA16L,TAXA DE FINANCIAMENTO
TAXA17,TAXA DE FINANCIAMENTO
TAXA170,TAXA DE FINANCIAMENTO
TAXA171,TAXA DE FINANCIAMENTO
TAXA172,TAXA DE FINANCIAMENTO
TAXA173,TAXA DE FINANCIAMENTO
TAXA174,TAXA DE FINANCIAMENTO
TAXA175,TAXA DE FINANCIAMENTO
TAXA176,TAXA DE FINANCIAMENTO
TAXA177,TAXA DE FINANCIAMENTO
TAXA178,TAXA DE FINANCIAMENTO
TAXA179,TAXA DE FINANCIAMENTO
TAXA17L,TAXA DE FINANCIAMENTO
TAXA18,TAXA DE FINANCIAMENTO
TAXA180,TAXA DE FINANCIAMENTO
TAXA181,TAXA DE FINANCIAMENTO
TAXA182,TAXA DE FINANCIAMENTO
TAXA183,TAXA DE FINANCIAMENTO
TAXA184,TAXA DE FINANCIAMENTO
TAXA185,TAXA DE FINANCIAMENTO
TAXA186,TAXA DE FINANCIAMENTO
TAXA187,TAXA DE FINANCIAMENTO
TAXA188,TAXA DE FINANCIAMENTO
TAXA189,TAXA DE FINANCIAMENTO
TAXA18L,TAXA DE FINANCIAMENTO
TAXA19,TAXA DE FINANCIAMENTO
TAXA190,TAXA DE FINANCIAMENTO
TAXA191,TAXA DE FINANCIAMENTO
TAXA192,TAXA DE FINANCIAMENTO
TAXA193,TAXA DE FINANCIAMENTO
TAXA194,TAXA DE FINANCIAMENTO
TAXA195,TAXA DE FINANCIAMENTO
TAXA196,TAXA DE FINANCIAMENTO
TAXA197,TAXA DE FINANCIAMENTO
TAXA198,TAXA DE FINANCIAMENTO
TAXA199,TAXA DE FINANCIAMENTO
TAXA19L,TAXA DE FINANCIAMENTO
TAXA20,TAXA DE FINANCIAMENTO
TAXA200,TAXA DE FINANCIAMENTO
TAXA201,TAXA DE FINANCIAMENTO
TAXA202,TAXA DE FINANCIAMENTO
TAXA203,TAXA DE FINANCIAMENTO
TAXA204,TAXA DE FINANCIAMENTO
TAXA205,TAXA DE FINANCIAMENTO
TAXA206,TAXA DE FINANCIAMENTO
TAXA207,TAXA DE FINANCIAMENTO
TAXA208,TAXA DE FINANCIAMENTO
TAXA209,TAXA DE FINANCIAMENTO
TAXA20L,TAXA DE FINANCIAMENTO
TAXA21,TAXA DE FINANCIAMENTO
TAXA210,TAXA DE FINANCIAMENTO
TAXA211,TAXA DE FINANCIAMENTO
TAXA212,TAXA DE FINANCIAMENTO
TAXA213,TAXA DE FINANCIAMENTO
TAXA214,TAXA DE FINANCIAMENTO
TAXA215,TAXA DE FINANCIAMENTO
TAXA216,TAXA DE FINANCIAMENTO
TAXA217,TAXA DE FINANCIAMENTO
TAXA218,TAXA DE FINANCIAMENTO
TAXA219,TAXA DE FINANCIAMENTO
TAXA21L,TAXA DE FINANCIAMENTO
TAXA22,TAXA DE FINANCIAMENTO
TAXA220,TAXA DE FINANCIAMENTO
TAXA221,TAXA DE FINANCIAMENTO
TAXA222,TAXA DE FINANCIAMENTO
TAXA223,TAXA DE FINANCIAMENTO
TAXA224,TAXA DE FINANCIAMENTO
TAXA225,TAXA DE FINANCIAMENTO
TAXA226,TAXA DE FINANCIAMENTO
TAXA227,TAXA DE FINANCIAMENTO
TAXA228,TAXA DE FINANCIAMENTO
TAXA229,TAXA DE FINANCIAMENTO
TAXA22L,TAXA DE FINANCIAMENTO
TAXA23,TAXA DE FINANCIAMENTO
TAXA230,TAXA DE FINANCIAMENTO
TAXA231,TAXA DE FINANCIAMENTO
TAXA232,TAXA DE FINANCIAMENTO
TAXA233,TAXA DE FINANCIAMENTO
TAXA234,TAXA DE FINANCIAMENTO
TAXA235,TAXA DE FINANCIAMENTO
TAXA236,TAXA DE FINANCIAMENTO
TAXA237,TAXA DE FINANCIAMENTO
TAXA238,TAXA DE FINANCIAMENTO
TAXA239,TAXA DE FINANCIAMENTO
TAXA23L,TAXA DE FINANCIAMENTO
TAXA24,TAXA DE FINANCIAMENTO
TAXA240,TAXA DE FINANCIAMENTO
TAXA241,TAXA DE FINANCIAMENTO
TAXA242,TAXA DE FINANCIAMENTO
TAXA243,TAXA DE FINANCIAMENTO
TAXA244,TAXA DE FINANCIAMENTO
TAXA245,TAXA DE FINANCIAMENTO
TAXA246,TAXA DE FINANCIAMENTO
TAXA247,TAXA DE FINANCIAMENTO
TAXA248,TAXA DE FINANCIAMENTO
TAXA249,TAXA DE FINANCIAMENTO
TAXA24L,TAXA DE FINANCIAMENTO
TAXA25,TAXA DE FINANCIAMENTO
TAXA250,TAXA DE FINANCIAMENTO
TAXA251,TAXA DE FINANCIAMENTO
TAXA252,TAXA DE FINANCIAMENTO
TAXA253,TAXA DE FINANCIAMENTO
TAXA254,TAXA DE FINANCIAMENTO
TAXA255,TAXA DE FINANCIAMENTO
TAXA256,TAXA DE FINANCIAMENTO
TAXA257,TAXA DE FINANCIAMENTO
TAXA258,TAXA DE FINANCIAMENTO
TAXA259,TAXA DE FINANCIAMENTO
TAXA25L,TAXA DE FINANCIAMENTO
TAXA26,TAXA DE FINANCIAMENTO
TAXA260,TAXA DE FINANCIAMENTO
TAXA261,TAXA DE FINANCIAMENTO
TAXA262,TAXA DE FINANCIAMENTO
TAXA263,TAXA DE FINANCIAMENTO
TAXA264,TAXA DE FINANCIAMENTO
TAXA265,TAXA DE FINANCIAMENTO
TAXA266,TAXA DE FINANCIAMENTO
TAXA267,TAXA DE FINANCIAMENTO
TAXA268,TAXA DE FINANCIAMENTO
TAXA269,TAXA DE FINANCIAMENTO
TAXA26L,TAXA DE FINANCIAMENTO
TAXA27,TAXA DE FINANCIAMENTO
TAXA270,TAXA DE FINANCIAMENTO
TAXA271,TAXA DE FINANCIAMENTO
TAXA272,TAXA DE FINANCIAMENTO
TAXA273,TAXA DE FINANCIAMENTO
TAXA274,TAXA DE FINANCIAMENTO
TAXA275,TAXA DE FINANCIAMENTO
TAXA276,TAXA DE FINANCIAMENTO
TAXA277,TAXA DE FINANCIAMENTO
TAXA278,TAXA DE FINANCIAMENTO
TAXA279,TAXA DE FINANCIAMENTO
TAXA27L,TAXA DE FINANCIAMENTO
TAXA28,TAXA DE FINANCIAMENTO
TAXA280,TAXA DE FINANCIAMENTO
TAXA281,TAXA DE FINANCIAMENTO
TAXA282,TAXA DE FINANCIAMENTO
TAXA283,TAXA DE FINANCIAMENTO
TAXA284,TAXA DE FINANCIAMENTO
TAXA285,TAXA DE FINANCIAMENTO
TAXA286,TAXA DE FINANCIAMENTO
TAXA287,TAXA DE FINANCIAMENTO
TAXA288,TAXA DE FINANCIAMENTO
TAXA289,TAXA DE FINANCIAMENTO
TAXA28L,TAXA DE FINANCIAMENTO
TAXA29,TAXA DE FINANCIAMENTO
TAXA290,TAXA DE FINANCIAMENTO
TAXA291,TAXA DE FINANCIAMENTO
TAXA292,TAXA DE FINANCIAMENTO
TAXA293,TAXA DE FINANCIAMENTO
TAXA294,TAXA DE FINANCIAMENTO
TAXA295,TAXA DE FINANCIAMENTO
TAXA296,TAXA DE FINANCIAMENTO
TAXA297,TAXA DE FINANCIAMENTO
TAXA298,TAXA DE FINANCIAMENTO
TAXA299,TAXA DE FINANCIAMENTO
TAXA29L,TAXA DE FINANCIAMENTO
TAXA30,TAXA DE FINANCIAMENTO
TAXA300,TAXA DE FINANCIAMENTO
TAXA301,TAXA DE FINANCIAMENTO
TAXA302,TAXA DE FINANCIAMENTO
TAXA303,TAXA DE FINANCIAMENTO
TAXA304,TAXA DE FINANCIAMENTO
TAXA305,TAXA DE FINANCIAMENTO
TAXA306,TAXA DE FINANCIAMENTO
TAXA307,TAXA DE FINANCIAMENTO
TAXA308,TAXA DE FINANCIAMENTO
TAXA309,TAXA DE FINANCIAMENTO
TAXA30L,TAXA DE FINANCIAMENTO
TAXA31,TAXA DE FINANCIAMENTO
TAXA310,TAXA DE FINANCIAMENTO
TAXA311,TAXA DE FINANCIAMENTO
TAXA312,TAXA DE FINANCIAMENTO
TAXA313,TAXA DE FINANCIAMENTO
TAXA314,TAXA DE FINANCIAMENTO
TAXA315,TAXA DE FINANCIAMENTO
TAXA316,TAXA DE FINANCIAMENTO
TAXA317,TAXA DE FINANCIAMENTO
TAXA318,TAXA DE FINANCIAMENTO
TAXA319,TAXA DE FINANCIAMENTO
TAXA31L,TAXA DE FINANCIAMENTO
TAXA32,TAXA DE FINANCIAMENTO
TAXA320,TAXA DE FINANCIAMENTO
TAXA321,TAXA DE FINANCIAMENTO
TAXA322,TAXA DE FINANCIAMENTO
TAXA323,TAXA DE FINANCIAMENTO
TAXA324,TAXA DE FINANCIAMENTO
TAXA325,TAXA DE FINANCIAMENTO
TAXA326,TAXA DE FINANCIAMENTO
TAXA327,TAXA DE FINANCIAMENTO
TAXA328,TAXA DE FINANCIAMENTO
TAXA329,TAXA DE FINANCIAMENTO
TAXA32L,TAXA DE FINANCIAMENTO
TAXA33,TAXA DE FINANCIAMENTO
TAXA330,TAXA DE FINANCIAMENTO
TAXA331,TAXA DE FINANCIAMENTO
TAXA332,TAXA DE FINANCIAMENTO
TAXA333,TAXA DE FINANCIAMENTO
TAXA334,TAXA DE FINANCIAMENTO
TAXA335,TAXA DE FINANCIAMENTO
TAXA336,TAXA DE FINANCIAMENTO
TAXA337,TAXA DE FINANCIAMENTO
TAXA338,TAXA DE FINANCIAMENTO
TAXA339,TAXA DE FINANCIAMENTO
TAXA33L,TAXA DE FINANCIAMENTO
TAXA34,TAXA DE FINANCIAMENTO
TAXA340,TAXA DE FINANCIAMENTO
TAXA341,TAXA DE FINANCIAMENTO
TAXA342,TAXA DE FINANCIAMENTO
TAXA343,TAXA DE FINANCIAMENTO
TAXA344,TAXA DE FINANCIAMENTO
TAXA345,TAXA DE FINANCIAMENTO
TAXA346,TAXA DE FINANCIAMENTO
TAXA347,TAXA DE FINANCIAMENTO
TAXA348,TAXA DE FINANCIAMENTO
TAXA349,TAXA DE FINANCIAMENTO
TAXA34L,TAXA DE FINANCIAMENTO
TAXA35,TAXA DE FINANCIAMENTO
TAXA350,TAXA DE FINANCIAMENTO
TAXA351,TAXA DE FINANCIAMENTO
TAXA352,TAXA DE FINANCIAMENTO
TAXA353,TAXA DE FINANCIAMENTO
TAXA354,TAXA DE FINANCIAMENTO
TAXA355,TAXA DE FINANCIAMENTO
TAXA356,TAXA DE FINANCIAMENTO
TAXA357,TAXA DE FINANCIAMENTO
TAXA358,TAXA DE FINANCIAMENTO
TAXA359,TAXA DE FINANCIAMENTO
TAXA35L,TAXA DE FINANCIAMENTO
TAXA36,TAXA DE FINANCIAMENTO
TAXA360,TAXA DE FINANCIAMENTO
TAXA361,TAXA DE FINANCIAMENTO
TAXA362,TAXA DE FINANCIAMENTO
TAXA363,TAXA DE FINANCIAMENTO
TAXA364,TAXA DE FINANCIAMENTO
TAXA365,TAXA DE FINANCIAMENTO
TAXA36L,TAXA DE FINANCIAMENTO
TAXA37,TAXA DE FINANCIAMENTO
TAXA37L,TAXA DE FINANCIAMENTO
TAXA38,TAXA DE FINANCIAMENTO
TAXA38L,TAXA DE FINANCIAMENTO
TAXA39,TAXA DE FINANCIAMENTO
TAXA39L,TAXA DE FINANCIAMENTO
TAXA40,TAXA DE FINANCIAMENTO
TAXA40L,TAXA DE FINANCIAMENTO
TAXA41,TAXA DE FINANCIAMENTO
TAXA41L,TAXA DE FINANCIAMENTO
TAXA42,TAXA DE FINANCIAMENTO
TAXA42L,TAXA DE FINANCIAMENTO
TAXA43,TAXA DE FINANCIAMENTO
TAXA43L,TAXA DE FINANCIAMENTO
TAXA44,TAXA DE FINANCIAMENTO
TAXA44L,TAXA DE FINANCIAMENTO
TAXA45,TAXA DE FINANCIAMENTO
TAXA45L,TAXA DE FINANCIAMENTO
TAXA46,TAXA DE FINANCIAMENTO
TAXA46L,TAXA DE FINANCIAMENTO
TAXA47,TAXA DE FINANCIAMENTO
TAXA47L,TAXA DE FINANCIAMENTO
TAXA48,TAXA DE FINANCIAMENTO
TAXA48L,TAXA DE FINANCIAMENTO
TAXA49,TAXA DE FINANCIAMENTO
TAXA49L,TAXA DE FINANCIAMENTO
TAXA50,TAXA DE FINANCIAMENTO
TAXA50L,TAXA DE FINANCIAMENTO
TAXA51,TAXA DE FINANCIAMENTO
TAXA51L,TAXA DE FINANCIAMENTO
TAXA52,TAXA DE FINANCIAMENTO
TAXA52L,TAXA DE FINANCIAMENTO
TAXA53,TAXA DE FINANCIAMENTO
TAXA53L,TAXA DE FINANCIAMENTO
TAXA54,TAXA DE FINANCIAMENTO
TAXA54L,TAXA DE FINANCIAMENTO
TAXA55,TAXA DE FINANCIAMENTO
TAXA55L,TAXA DE FINANCIAMENTO
TAXA56,TAXA DE FINANCIAMENTO
TAXA56L,TAXA DE FINANCIAMENTO
TAXA57,TAXA DE FINANCIAMENTO
TAXA57L,TAXA DE FINANCIAMENTO
TAXA58,TAXA DE FINANCIAMENTO
TAXA58L,TAXA DE FINANCIAMENTO
TAXA59,TAXA DE FINANCIAMENTO
TAXA59L,TAXA DE FINANCIAMENTO
TAXA60,TAXA DE FINANCIAMENTO
TAXA60L,TAXA DE FINANCIAMENTO
TAXA61,TAXA DE FINANCIAMENTO
TAXA61L,TAXA DE FINANCIAMENTO
TAXA62,TAXA DE FINANCIAMENTO
TAXA62L,TAXA DE FINANCIAMENTO
TAXA63,TAXA DE FINANCIAMENTO
TAXA63L,TAXA DE FINANCIAMENTO
TAXA64,TAXA DE FINANCIAMENTO
TAXA64L,TAXA DE FINANCIAMENTO
TAXA65,TAXA DE FINANCIAMENTO
TAXA65L,TAXA DE FINANCIAMENTO
TAXA66,TAXA DE FINANCIAMENTO
TAXA66L,TAXA DE FINANCIAMENTO
TAXA67,TAXA DE FINANCIAMENTO
TAXA67L,TAXA DE FINANCIAMENTO
TAXA68,TAXA DE FINANCIAMENTO
TAXA68L,TAXA DE FINANCIAMENTO
TAXA69,TAXA DE FINANCIAMENTO
TAXA69L,TAXA DE FINANCIAMENTO
TAXA70,TAXA DE FINANCIAMENTO
TAXA70L,TAXA DE FINANCIAMENTO
TAXA71,TAXA DE FINANCIAMENTO
TAXA71L,TAXA DE FINANCIAMENTO
TAXA72,TAXA DE FINANCIAMENTO
TAXA72L,TAXA DE FINANCIAMENTO
TAXA73,TAXA DE FINANCIAMENTO
TAXA73L,TAXA DE FINANCIAMENTO
TAXA74,TAXA DE FINANCIAMENTO
